     74	   1327
    179	   1000
    181	   1000
    182	   1000
    183	   1390
    184	   1000
    185	   1456
    186	   1000
    194	   1526
    195	   1249
    196	   1506
    197	   1521
    252	   1165
    304	   1483
    305	   1948
    364	   1564
    365	   1191
    367	   1060
    368	   1126
    369	   1145
    370	   1150
    371	   1169
    372	   1171
    373	   1193
    459	   1000
    460	   1562
    461	   1466
    462	   1477
    463	   1494
    473	   1000
    479	   1442
    483	   1750
    484	   1492
    485	   1512
    486	   1513
    487	   1518
    488	   1750
    489	   1414
    490	   1354
    491	   1138
    492	   1065
    520	   1740
    532	   1116
    571	   1750
    572	   1386
    573	   1777
    653	   1359
    655	   1098
    656	   1498
    657	   1257
    658	   1250
    659	   1280
    660	   1280
    661	   1316
    662	   1333
    663	   1263
    664	   1488
    675	   1000
    676	   1000
    749	   1023
    750	   1106
    751	   1543
    752	   1621
    753	   1623
    754	   1443
    755	   1385
    765	   1000
    766	   1119
    767	   1122
    769	   1123
    770	   1424
    771	   1443
    772	   1750
    773	   1502
    774	   1549
    775	   1540
    776	   1404
    777	   1345
    778	   1131
    779	   1039
    803	   1000
    804	   1277
    816	   1462
    818	   1093
    830	   1590
    831	   1421
    852	   1116
    938	   1179
    939	   1362
    940	   1373
    941	   1396
    942	   1377
    943	   1394
    944	   1371
    945	   1402
    946	   1395
    947	   1385
    948	   1386
    949	   1218
    950	   1222
    954	   1195
    955	   1214
    956	   1211
    957	   1221
    958	   1220
    959	   1227
    960	   1235
    973	   1000
    974	   1000
    985	   1000
    986	   1000
   1035	   1497
   1036	   1622
   1037	   1715
   1038	   1626
   1039	   1496
   1040	   1389
   1046	   1327
   1047	   1000
   1048	   1315
   1049	   1326
   1052	   1303
   1053	   1425
   1054	   1541
   1055	   1636
   1056	   1752
   1057	   1573
   1058	   1750
   1059	   1397
   1060	   1171
   1061	   1096
   1084	   1500
   1100	   1175
   1110	   1299
   1111	   1596
   1216	   1001
   1217	   1146
   1218	   1489
   1219	   1341
   1220	   1352
   1221	   1357
   1222	   1338
   1223	   1335
   1224	   1351
   1225	   1343
   1226	   1363
   1227	   1385
   1228	   1420
   1229	   1344
   1230	   1364
   1231	   1283
   1232	   1304
   1233	   1254
   1234	   1294
   1235	   1232
   1236	   1224
   1237	   1424
   1238	   1295
   1239	   1251
   1240	   1284
   1241	   1234
   1242	   1232
   1243	   1230
   1244	   1234
   1245	   1240
   1246	   1322
   1247	   1342
   1248	   1411
   1249	   1290
   1250	   1312
   1253	   1000
   1254	   1000
   1255	   1000
   1256	   1000
   1263	   1000
   1264	   1000
   1265	   1000
   1267	   1000
   1314	   1112
   1315	   1340
   1316	   1512
   1317	   1685
   1318	   1693
   1319	   1515
   1320	   1442
   1321	   1229
   1331	   1177
   1332	   1281
   1333	   1522
   1334	   1521
   1335	   1938
   1337	   1949
   1338	   1524
   1339	   1487
   1340	   1228
   1341	   1129
   1358	   1114
   1359	   1571
   1360	   1715
   1443	   1071
   1444	   1105
   1445	   1338
   1446	   1138
   1447	   1032
   1494	   1404
   1496	   1159
   1497	   1525
   1498	   1441
   1499	   1472
   1500	   1439
   1501	   1457
   1502	   1414
   1503	   1431
   1504	   1420
   1505	   1408
   1506	   1266
   1507	   1293
   1508	   1287
   1509	   1309
   1510	   1335
   1511	   1302
   1512	   1334
   1513	   1296
   1514	   1320
   1515	   1274
   1516	   1304
   1517	   1271
   1518	   1292
   1519	   1264
   1520	   1332
   1521	   1279
   1522	   1571
   1523	   1591
   1524	   1282
   1525	   1384
   1526	   1455
   1527	   1451
   1528	   1475
   1529	   1407
   1530	   1225
   1531	   1193
   1533	   1209
   1534	   1152
   1535	   1000
   1536	   1000
   1540	   1000
   1541	   1000
   1542	   1000
   1543	   1000
   1547	   1000
   1548	   1145
   1571	   1000
   1597	   1002
   1599	   1500
   1600	   1137
   1601	   1322
   1602	   1535
   1603	   1460
   1604	   1234
   1605	   1178
   1613	   1114
   1614	   1308
   1615	   1335
   1616	   1739
   1617	   1831
   1620	   1704
   1621	   1732
   1622	   1430
   1623	   1422
   1624	   1072
   1640	   1343
   1641	   1401
   1642	   1973
   1659	   1764
   1681	   1122
   1682	   1362
   1686	   1145
   1725	   1003
   1726	   1017
   1727	   1020
   1728	   1004
   1775	   1172
   1776	   1140
   1777	   1499
   1778	   1381
   1779	   1329
   1780	   1326
   1781	   1310
   1782	   1309
   1783	   1296
   1784	   1304
   1785	   1285
   1786	   1288
   1787	   1466
   1788	   1433
   1789	   1402
   1790	   1379
   1791	   1261
   1792	   1265
   1793	   1272
   1794	   1275
   1795	   1277
   1796	   1284
   1797	   1265
   1798	   1275
   1799	   1255
   1800	   1287
   1801	   1290
   1802	   1308
   1803	   1545
   1804	   1257
   1805	   1364
   1806	   1469
   1807	   1470
   1808	   1457
   1809	   1448
   1810	   1035
   1811	   1250
   1812	   1250
   1813	   1250
   1814	   1250
   1815	   1212
   1816	   1236
   1817	   1000
   1818	   1000
   1819	   1000
   1820	   1000
   1822	   1000
   1827	   1007
   1828	   1250
